A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	A36	A37	A38	A39	Clase	C1	C2	C3	C4
1	0.5256718502	1	0.5401908798	1	0.6373000202	0	0.5505214477	2	0.8416666667	0.8388888889	0.8222222222	0.803030303	1	0.002777777778	-0.01944444444	2.219088549	0.9871602983	-0.05207376456	-0.08685384428	0.2975463814	0.6743133865	0.2994311976	-0.01017776782	-0.005368624389	-0.01599282153	-0.01386819807	-0.02068882732	-0.01744643347	-0.01319723634	-0.02404256636	-0.006710748554	0.004893288249	0.03007788928	0.04403939223	0.04392776194	0.04269974729	0.02214217355	0.02236576209	1	1	0	0	0
1	0.5263644141	1	0.5395008458	1	0.6247558373	0	0.5367392212	1	0.8222222222	0.8416666667	0.8083333333	0.803030303	1	-0.01944444444	-0.01388888889	2.138742533	0.9776766899	-0.03463089356	-0.09497889368	0.2293558997	0.6511449014	0.2891129869	-0.01386818874	-0.0008947744227	-0.009059395425	-0.009283075274	-0.001677710416	-0.005592316335	-0.0164400972	-0.06912316315	-0.0522968507	-0.01822911114	0.01398002472	0.03234060256	0.03611102516	0.01909563635	0.02004595948	0.01711097233	1	1	0	0	0
1	0.5256718502	1	0.5401908798	1	0.6407252649	0	0.5539557547	2	0.8083333333	0.8222222222	0.7805555556	0.803030303	1	-0.01388888889	-0.02777777778	2.148976717	0.9927331149	-0.04348120987	-0.07518708255	0.3525157731	0.7030210409	0.269339316	-0.04984261996	-0.01912358281	-0.02102422136	-0.02068882732	-0.02191858612	-0.02471325085	-0.02426612851	-0.05530798274	-0.0003914659777	0.006403176616	0.01957080367	0.01655190944	0.019570804	0.01565736357	0.003019868802	0.0004473926342	1	1	0	0	0
1	0.5263644141	1	0.5395008458	1	0.6293692033	0	0.5443277579	2	0.7805555556	0.8083333333	0.7583333333	0.803030303	1	-0.02777777778	-0.02222222222	2.111640986	0.9915658944	-0.03342991698	-0.09370410231	0.2374988223	0.7037839048	0.3345627989	-0.01822911631	-0.01565736157	-0.03220092651	-0.03745137386	-0.04002000386	-0.03923830081	-0.03655781919	-0.04135994679	-0.03890326903	-0.00911531264	0.01202301756	0.0237072023	0.0272839926	0.02370720363	0.01364453208	0.01342087705	1	1	0	0	0
1	0.5256718502	1	0.5401908798	1	0.6334056978	0	0.5532692946	2	0.7583333333	0.7805555556	0.7722222222	0.803030303	1	-0.02222222222	0.01388888889	2.231769003	0.9759231506	-0.03988040918	-0.09597634899	0.2682497701	0.6552808319	0.2079771539	-0.02046522937	-0.02203038477	-0.02918389629	-0.03208919541	-0.02884863414	-0.0261663269	-0.02638986576	-0.03800981172	-0.01423162831	0.01806139872	0.04024333259	0.04147159961	0.04336958344	0.02795457498	0.0008947784227	-0.003914640647	1	1	0	0	0
1	0.5249791875	1	0.5401908798	1	0.6204253046	0	0.5353575526	1	0.7722222222	0.7583333333	0.7777777778	0.803030303	1	0.01388888889	0.005555555556	2.398763386	0.9720881965	-0.05932125381	-0.08954504259	0.3012882636	0.6391148203	0.1825894355	-0.02404255703	-0.01274991298	-0.01811730058	-0.01129610743	-0.009842251451	-0.00402648355	-0.01632827323	-0.05452740476	-0.0403549853	-0.008360394823	0.01110040514	0.02465736009	0.02605455382	0.01711098566	0.02113601399	0.02538391276	1	1	0	0	0
1	0.5235935763	1	0.5422600473	1	0.6231911573	0	0.5401908798	2	0.7777777778	0.7722222222	0.8	0.803030303	1	0.005555555556	0.02222222222	2.386698615	0.9982688034	-0.1083446898	0.05656233752	0.4968511581	0.7285590554	0.3112211276	-0.02672517976	-0.0165519161	-0.01610464406	-0.0154337243	-0.01386820407	-0.01666373592	-0.01811731191	-0.06299842253	-0.04426265085	-0.007829164817	0.008695920747	0.01129610643	0.0272839956	0.02091241554	0.01207893044	0.01308539599	1	1	0	0	0
1	0.5256718502	1	0.5401908798	1	0.639645269	0	0.5580701059	2	0.8	0.7777777778	0.8194444444	0.803030303	1	0.02222222222	0.01944444444	2.453389131	0.995175034	-0.05173911879	-0.09190223724	0.3145507452	0.7234548863	0.3242678608	-0.01420366997	-0.009059392092	-0.02862511954	-0.03588761241	-0.0345471046	-0.0338768081	-0.03745136787	-0.04705300331	-0.03521737268	0.008584080097	0.0351056603	0.03499395103	0.03208919075	0.02761928873	0.01140794035	-0.005256784214	1	1	0	0	0
1	0.5263644141	1	0.5401908798	1	0.6358289111	0	0.5539557547	2	0.8194444444	0.8	0.8138888889	0.803030303	1	0.01944444444	-0.005555555556	2.359241354	0.9927820739	-0.1022889812	-0.1275898211	0.2513016428	0.7000389446	0.357013204	-0.009394913185	-0.01163161266	-0.01699917752	-0.01353272106	-0.01129611476	-0.01174344671	-0.01330906469	-0.01822911897	-0.005620277456	0.01188323004	0.0375630562	0.03789811885	0.03745136588	0.02437791001	0.01062510708	0.003467256752	1	1	0	0	0
1	0.5263644141	1	0.5395008458	1	0.6431394771	0	0.5539557547	2	0.7722222222	0.7694444444	0.7944444444	0.8047979798	1	0.002777777778	0.02222222222	2.375995047	0.9764758614	-0.04095555545	-0.1077843029	0.2367681117	0.6588914273	0.2250767749	-0.03355581614	-0.007499179123	-0.01725863331	-0.02534943285	-0.02237520765	-0.01916259257	-0.02356494254	-0.06513989045	-0.002231935255	0.01348011913	0.02891792037	0.02189930625	0.01809164669	0.01940059342	-0.007975313016	-0.008332397063	1	1	0	0	0
1	0.5263644141	1	0.5395008458	1	0.6198702933	0	0.5319010518	1	0.7944444444	0.7722222222	0.8055555556	0.8047979798	1	0.02222222222	0.01111111111	2.439406682	0.9853168882	-0.02939367091	-0.08396102573	0.259610351	0.6838730095	0.2553868802	-0.02570633203	-0.0007142225598	-0.004285311984	-0.006070818919	-0.002380739429	0.004880473209	0.00214265696	-0.02573606447	-0.01508679019	0.007052824228	0.01038560208	0.01511654191	0.01990630402	0.01737764796	0.01166509473	0.01749665219	1	1	0	0	0
1	0.5263644141	1	0.5395008458	1	0.642323814	0	0.5635434368	2	0.8055555556	0.7944444444	0.8472222222	0.8047979798	1	0.01111111111	0.04166666667	2.434877291	0.9942975109	-0.03310992897	-0.09107802581	0.2770358539	0.7209074977	0.3293618756	-0.01297430288	-0.009879752094	-0.01856763989	-0.02737166849	-0.03367472772	-0.03022618216	-0.02784745516	-0.03391253243	-0.006814767242	0.007409916359	0.02772851658	0.02487360546	0.02059049675	0.01362890296	-0.006427897862	-0.01035583808	1	1	0	0	0
1	0.5249791875	1	0.5408807599	1	0.643461815	0	0.5594398153	2	0.8472222222	0.8055555556	0.8416666667	0.8047979798	1	0.04166666667	-0.005555555556	2.45181605	0.9986552045	-0.06922813025	-0.07118256093	0.4291771347	0.7582242592	0.3320123718	-0.01226019251	-0.005237574696	-0.01118900444	-0.01654462816	-0.0264200603	-0.02297009102	-0.01511653251	-0.03415032408	0.004196034513	0.05399024955	0.05517707445	0.05042888273	0.04163886998	0.02856112029	0.01487853784	-0.007142086924	1	1	0	0	0
